Product Name,Specifications,Rating,Price,product_url,Processor,RAM,OS,Storage,Display,Warranty,DDR,text
Lenovo V15,AMD Ryzen 3 Quad Core Processor (7th Gen)8 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMS OFFICE 1 year Onsite Warrenty,4,27490,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7th-gen-7320u-8-gb-512-gb-ssd-windows-11-home-1-graphics-g4-amn-thin-light-laptop/p/itm575eadcc5ae49?pid=COMH39ECM9GXRCKU&lid=LSTCOMH39ECM9GXRCKUL3DMJY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=4e813760-f56c-4dc9-baba-04a3aa5be7eb.COMH39ECM9GXRCKU.SEARCH&ppt=sp&ppn=sp&ssid=0nxfxmak2o0000001746600270559&qH=312f91285e048e09,AMD Ryzen 3 Quad Core Processor (7th Gen),8 GB,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,DDR,"Product: Lenovo V15, Rating: 4, Price: 27490, Processor: AMD Ryzen 3 Quad Core Processor (7th Gen), RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 inch), Warranty: Not found, DDR: DDR, Specs: AMD Ryzen 3 Quad Core Processor (7th Gen)8 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMS OFFICE 1 year Onsite Warrenty"
HP Victus,Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,69990,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_7GsmtVvcVtwsURjKSTFIw-72VKQIfo6ZBLjJtdUXkghjx4azv1McjhR3iqNHBgjPIeTUcIlulNZHoZYZJ9MdgqV8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=0nxfxmak2o0000001746600270559&qH=312f91285e048e09,Intel Core i 5 Processor (13th Gen),16 GB,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20241 Year Carry-in Warranty,DDR,"Product: HP Victus, Rating: 4.4, Price: 69990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB, OS: Windows 11 Home, Storage: 512 GB SSD, Display: 39.62 cm (15.6 inch), Warranty: 20241 Year Carry-in Warranty, DDR: DDR, Specs: Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty"
HP Omen,AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 40.89 cm (16.1 Inch) Display 1 Year Onsite Warranty,4.5,95990,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/p/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMH28U4QR7GUZHM.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11,1 TB SSD,40.89 cm (16.1 Inch),1 Year Onsite Warranty,DDR,"Product: HP Omen, Rating: 4.5, Price: 95990, Processor: Not found, RAM: 16 GB, OS: Windows 11, Storage: 1 TB SSD, Display: 40.89 cm (16.1 Inch), Warranty: 1 Year Onsite Warranty, DDR: DDR, Specs: AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 1 TB SSD 40.89 cm (16.1 Inch) Display 1 Year Onsite Warranty"
Lenovo Chromebook MediaTek Kompanio 520,MediaTek Kompanio 520 Processor 4 GB LPDDR 4X RAMChrome Operating System 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,3.8,13990,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMGSYYSHRSUEGMG.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,4 GB,Not found,Not found,35.56 cm (14 Inch),1 Year Carry-in Warranty,LPDDR,"Product: Lenovo Chromebook MediaTek Kompanio 520, Rating: 3.8, Price: 13990, Processor: Not found, RAM: 4 GB, OS: Not found, Storage: Not found, Display: 35.56 cm (14 Inch), Warranty: 1 Year Carry-in Warranty, DDR: LPDDR, Specs: MediaTek Kompanio 520 Processor 4 GB LPDDR 4X RAMChrome Operating System 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty"
Acer Aspire 3,Intel Celeron Dual Core Processor 8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 29.46 cm (11.6 inch) Display 1 Year Warranty,3.8,17990,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81im2NfhX1MUysRj_AF6n3ZwFLvHtFh-9We2Jv-D1gDRH_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,8 GB,Windows 11 Home,512 GB SSD,29.46 cm (11.6 inch),1 Year Warranty,DDR,"Product: Acer Aspire 3, Rating: 3.8, Price: 17990, Processor: Not found, RAM: 8 GB, OS: Windows 11 Home, Storage: 512 GB SSD, Display: 29.46 cm (11.6 inch), Warranty: 1 Year Warranty, DDR: DDR, Specs: Intel Celeron Dual Core Processor 8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 29.46 cm (11.6 inch) Display 1 Year Warranty"
Acer Aspire 3,Intel Celeron Dual Core Processor 8 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,3.9,21990,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81jipobxwmCqwdn92VB9lrdme8GIdtaD0ZR_tj0nLxHlmfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,8 GB,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,LPDDR,"Product: Acer Aspire 3, Rating: 3.9, Price: 21990, Processor: Not found, RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 35.56 cm (14 Inch), Warranty: 1 Year Carry-in Warranty, DDR: LPDDR, Specs: Intel Celeron Dual Core Processor 8 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty,4.3,64990,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itm10514ecd2a794?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),1 Year Carry-in Warranty,DDR,"Product: ASUS TUF Gaming A15, Rating: 4.3, Price: 64990, Processor: Not found, RAM: 16 GB, OS: Windows 11 Home, Storage: 512 GB SSD, Display: 39.62 cm (15.6 inch), Warranty: 1 Year Carry-in Warranty, DDR: DDR, Specs: AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) Display 1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 3,Intel Core i 5 Processor (12th Gen)16 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Onsite Warranty.,4.2,52500,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm726ac134d0530?pid=COMGYHP5ZB4AGZH6&lid=LSTCOMGYHP5ZB4AGZH6ECQ8OM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMGYHP5ZB4AGZH6.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 5 Processor (12th Gen),16 GB,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Onsite Warranty,LPDDR,"Product: Lenovo IdeaPad Slim 3, Rating: 4.2, Price: 52500, Processor: Intel Core i 5 Processor (12th Gen), RAM: 16 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 35.56 cm (14 Inch), Warranty: 1 Year Onsite Warranty, DDR: LPDDR, Specs: Intel Core i 5 Processor (12th Gen)16 GB LPDDR 5 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Onsite Warranty."
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZOGJOIN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMHAUZWRPCKAGKZ.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,DDR,"Product: MOTOROLA Motobook 60 Full Metal, Rating: 4.2, Price: 70990, Processor: Not found, RAM: 16 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 35.56 cm (14 Inch), Warranty: 20241 Year Onsite Warranty, DDR: DDR, Specs: Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty"
Acer Aspire 3,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4.1,25990,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81gGYmV8ZkkWexkb4rDIuSXWXVZsWZ0b7d58GThqhyDbFfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,8 GB,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,DDR,"Product: Acer Aspire 3, Rating: 4.1, Price: 25990, Processor: Not found, RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Carry-in Warranty, DDR: DDR, Specs: AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty"
Acer Aspire 3,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,4.2,29990,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81g1GOQEBnPFWds4S5SXgf-B-GMpGxE7ypaAC8XSFUxw4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 3 Processor (13th Gen),8 GB,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,DDR,"Product: Acer Aspire 3, Rating: 4.2, Price: 29990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 35.56 cm (14 Inch), Warranty: 1 Year Carry-in Warranty, DDR: DDR, Specs: Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty"
DELL MSO'2024,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20241 Year Onsite Hardware Service,4.2,36490,https://www.flipkart.com/dell-mso-2024-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH7ZE6HHRCSSFQ&lid=LSTCOMH7ZE6HHRCSSFQRA3UVM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMH7ZE6HHRCSSFQ.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 3 Processor (13th Gen),8 GB,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),Not found,DDR,"Product: DELL MSO'2024, Rating: 4.2, Price: 36490, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB, OS: Windows 11 Home, Storage: 512 GB SSD, Display: 39.62 cm (15.6 inch), Warranty: Not found, DDR: DDR, Specs: Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20241 Year Onsite Hardware Service"
"ASUS Vivobook 15, with Backlit Keyboard,",Intel Core i 5 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,54990,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj521ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ8RVSQZE8&lid=LSTCOMGZDQJ8RVSQZE8G3WDIQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMGZDQJ8RVSQZE8.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 5 Processor (13th Gen),8 GB,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,DDR,"Product: ASUS Vivobook 15, with Backlit Keyboard,, Rating: 4.2, Price: 54990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Onsite Warranty, DDR: DDR, Specs: Intel Core i 5 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty"
DELL 15,"Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.3,31990,https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFKG4RAVTE&lid=LSTCOMH8EPFKG4RAVTEEX64XZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81jud1FSZL5CoVBWkVKZCAfgoX7D4IwAufkDOkONV6Wdu0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 3 Processor (12th Gen),8 GB,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,DDR,"Product: DELL 15, Rating: 4.3, Price: 31990, Processor: Intel Core i 3 Processor (12th Gen), RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Onsite Warranty, DDR: DDR, Specs: Intel Core i 3 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=en_AsdH4QiwKIUvZ3gYeFbIRRNaHn6LxHTxMYsrqn1u81gr_-mwnZQTWdf7jcWGuTsQG-LoWc5SvMR1BN8NeQ6Kp_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,8 GB,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,DDR,"Product: HP 15, Rating: 4.2, Price: 29990, Processor: Not found, RAM: 8 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Onsite Warranty, DDR: DDR, Specs: AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty"
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite",Snapdragon X Elite Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,89990,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMHFCBZWQSYPBH7.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11,1 TB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,LPDDR,"Product: ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite, Rating: 4.2, Price: 89990, Processor: Not found, RAM: 16 GB, OS: Windows 11, Storage: 1 TB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Onsite Warranty, DDR: LPDDR, Specs: Snapdragon X Elite Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty"
Lenovo,Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.2,37341,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-g3-iap-thin-light-laptop/p/itm930d2b10f8362?pid=COMH7NDQBYSCBGNF&lid=LSTCOMH7NDQBYSCBGNFWMBLWO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMH7NDQBYSCBGNF.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Intel Core i 5 Processor (12th Gen),8 GB,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch),20211 Year Onsite Warranty,DDR,"Product: Lenovo, Rating: 4.2, Price: 37341, Processor: Intel Core i 5 Processor (12th Gen), RAM: 8 GB, OS: Windows 11 Home, Storage: 512 GB SSD, Display: 39.62 cm (15.6 inch), Warranty: 20211 Year Onsite Warranty, DDR: DDR, Specs: Intel Core i 5 Processor (12th Gen)8 GB DDR 4 RAMWindows 11 Home Operating System 512 GB SSD 39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty"
Lenovo IdeaPad Slim 5 Co,Snapdragon X Plus Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,4.3,64990,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-pc-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMH4N9CZ7JKPQQC.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11,1 TB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,LPDDR,"Product: Lenovo IdeaPad Slim 5 Co, Rating: 4.3, Price: 64990, Processor: Not found, RAM: 16 GB, OS: Windows 11, Storage: 1 TB SSD, Display: 35.56 cm (14 Inch), Warranty: 1 Year Carry-in Warranty, DDR: LPDDR, Specs: Snapdragon X Plus Processor 16 GB LPDDR 5X RAMWindows 11 Operating System 1 TB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty"
ASUS TUF Gaming A15,AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,3.9,57990,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn045ws-laptop/p/itma4f834884f6b1?pid=COMH4CHFHKMNFGKG&lid=LSTCOMH4CHFHKMNFGKGUFKVJB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=dfd90353-38b3-4b41-8a29-33fc64389a32.COMH4CHFHKMNFGKG.SEARCH&ppt=sp&ppn=sp&ssid=ej60ujatpc0000001746600274737&qH=312f91285e048e09,Not found,16 GB,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,DDR,"Product: ASUS TUF Gaming A15, Rating: 3.9, Price: 57990, Processor: Not found, RAM: 16 GB, OS: Windows 11, Storage: 512 GB SSD, Display: 39.62 cm (15.6 Inch), Warranty: 1 Year Onsite Warranty, DDR: DDR, Specs: AMD Ryzen 7 Octa Core Processor 16 GB DDR 5 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty"
